model,epochs,batch_size,lr,weight_decay,accuracy,precision_macro,recall_macro,f1_macro,train_time_sec
efficientnet_b0.ra_in1k,30,32,0.0001,0.0001,0.9874149659863946,0.9880400638213882,0.9874149659863946,0.9872831243277749,19021.018021583557
